,Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address
0,248151.0,AA Batteries (4-pack),4.0,3.8399999141693115,2017-09-19 14:44:00.0000000,"380 North St, Los Angeles, CA 90001"
1,248152.0,USB-C Charging Cable,2.0,11.949999809265137,2029-09-19 10:19:00.0000000,"511 8th St, Austin, TX 73301"
2,248153.0,USB-C Charging Cable,1.0,11.949999809265137,2016-09-19 17:48:00.0000000,"151 Johnson St, Los Angeles, CA 90001"
3,248154.0,27in FHD Monitor,1.0,149.99000549316406,2027-09-19 07:52:00.0000000,"355 Hickory St, Seattle, WA 98101"
4,248155.0,USB-C Charging Cable,1.0,11.949999809265137,2001-09-19 19:03:00.0000000,"125 5th St, Atlanta, GA 30301"
5,248156.0,34in Ultrawide Monitor,1.0,379.989990234375,2013-09-19 14:59:00.0000000,"469 12th St, Los Angeles, CA 90001"
6,248157.0,Lightning Charging Cable,1.0,14.949999809265137,2007-09-19 09:59:00.0000000,"773 Johnson St, Portland, ME 04101"
7,248158.0,Lightning Charging Cable,1.0,14.949999809265137,2002-09-19 14:16:00.0000000,"682 Sunset St, Los Angeles, CA 90001"
8,248159.0,Vareebadd Phone,1.0,400.0,2006-09-19 16:45:00.0000000,"664 Wilson St, New York City, NY 10001"
9,248160.0,Wired Headphones,1.0,11.989999771118164,2001-09-19 22:03:00.0000000,"446 9th St, San Francisco, CA 94016"
10,248161.0,USB-C Charging Cable,1.0,11.949999809265137,2024-09-19 16:26:00.0000000,"439 Spruce St, San Francisco, CA 94016"
11,248162.0,AAA Batteries (4-pack),3.0,2.990000009536743,2014-09-19 12:52:00.0000000,"439 Walnut St, Seattle, WA 98101"
12,248163.0,USB-C Charging Cable,1.0,11.949999809265137,2025-09-19 12:32:00.0000000,"41 North St, Portland, OR 97035"
13,248164.0,27in FHD Monitor,1.0,149.99000549316406,2012-09-19 15:57:00.0000000,"88 9th St, San Francisco, CA 94016"
14,248165.0,Lightning Charging Cable,1.0,14.949999809265137,2015-09-19 12:42:00.0000000,"585 Adams St, Atlanta, GA 30301"
15,248166.0,Apple Airpods Headphones,1.0,150.0,2004-09-19 14:59:00.0000000,"21 9th St, Boston, MA 02215"
16,248167.0,Google Phone,1.0,600.0,2002-09-19 18:52:00.0000000,"711 Forest St, San Francisco, CA 94016"
17,248168.0,USB-C Charging Cable,1.0,11.949999809265137,2030-09-19 18:59:00.0000000,"219 Hickory St, San Francisco, CA 94016"
18,248169.0,20in Monitor,1.0,109.98999786376953,2024-09-19 19:40:00.0000000,"140 Ridge St, San Francisco, CA 94016"
19,248170.0,AAA Batteries (4-pack),1.0,2.990000009536743,2004-09-19 02:01:00.0000000,"857 Main St, Boston, MA 02215"
20,248171.0,USB-C Charging Cable,1.0,11.949999809265137,2005-09-19 15:06:00.0000000,"705 Hill St, New York City, NY 10001"
21,248171.0,USB-C Charging Cable,1.0,11.949999809265137,2005-09-19 15:06:00.0000000,"705 Hill St, New York City, NY 10001"
22,248172.0,Wired Headphones,1.0,11.989999771118164,2013-09-19 16:49:00.0000000,"820 Hill St, Boston, MA 02215"
23,248173.0,Apple Airpods Headphones,1.0,150.0,2014-09-19 20:47:00.0000000,"789 Lake St, Atlanta, GA 30301"
24,248174.0,Bose SoundSport Headphones,1.0,99.98999786376953,2017-09-19 22:57:00.0000000,"385 Washington St, Dallas, TX 75001"
25,248175.0,iPhone,1.0,700.0,2008-09-19 13:58:00.0000000,"736 4th St, Austin, TX 73301"
26,248176.0,AA Batteries (4-pack),2.0,3.8399999141693115,2012-09-19 13:18:00.0000000,"177 Sunset St, San Francisco, CA 94016"
27,248177.0,USB-C Charging Cable,1.0,11.949999809265137,2024-09-19 20:36:00.0000000,"452 Adams St, San Francisco, CA 94016"
28,248178.0,Apple Airpods Headphones,1.0,150.0,2003-09-19 21:52:00.0000000,"725 Jefferson St, Los Angeles, CA 90001"
29,248179.0,27in FHD Monitor,1.0,149.99000549316406,2013-09-19 15:06:00.0000000,"510 Hickory St, New York City, NY 10001"
30,248180.0,USB-C Charging Cable,1.0,11.949999809265137,2028-09-19 15:52:00.0000000,"99 Ridge St, New York City, NY 10001"
31,248181.0,Apple Airpods Headphones,1.0,150.0,2008-09-19 12:40:00.0000000,"81 Spruce St, New York City, NY 10001"
32,248182.0,Apple Airpods Headphones,1.0,150.0,2015-09-19 13:03:00.0000000,"950 West St, New York City, NY 10001"
33,248183.0,34in Ultrawide Monitor,1.0,379.989990234375,2018-09-19 17:47:00.0000000,"968 Ridge St, San Francisco, CA 94016"
34,248184.0,AA Batteries (4-pack),1.0,3.8399999141693115,2007-09-19 11:23:00.0000000,"948 Main St, New York City, NY 10001"
35,248185.0,34in Ultrawide Monitor,1.0,379.989990234375,2017-09-19 15:10:00.0000000,"967 Center St, New York City, NY 10001"
36,248186.0,USB-C Charging Cable,1.0,11.949999809265137,2005-09-19 13:53:00.0000000,"318 Cherry St, Seattle, WA 98101"
37,248187.0,AAA Batteries (4-pack),3.0,2.990000009536743,2007-09-19 23:31:00.0000000,"173 Elm St, Los Angeles, CA 90001"
38,248188.0,Apple Airpods Headphones,1.0,150.0,2008-09-19 22:17:00.0000000,"136 12th St, San Francisco, CA 94016"
39,248189.0,Google Phone,1.0,600.0,2014-09-19 12:45:00.0000000,"726 8th St, San Francisco, CA 94016"
40,248190.0,Bose SoundSport Headphones,1.0,99.98999786376953,2024-09-19 21:47:00.0000000,"350 Lincoln St, New York City, NY 10001"
41,248191.0,AAA Batteries (4-pack),1.0,2.990000009536743,2022-09-19 11:25:00.0000000,"446 2nd St, San Francisco, CA 94016"
42,248192.0,AAA Batteries (4-pack),2.0,2.990000009536743,2021-09-19 09:16:00.0000000,"444 North St, Austin, TX 73301"
43,248193.0,USB-C Charging Cable,1.0,11.949999809265137,2005-09-19 00:40:00.0000000,"867 Hill St, San Francisco, CA 94016"
44,248194.0,20in Monitor,1.0,109.98999786376953,2029-09-19 20:50:00.0000000,"519 Cherry St, Dallas, TX 75001"
45,248195.0,ThinkPad Laptop,1.0,999.989990234375,2010-09-19 23:29:00.0000000,"631 6th St, Dallas, TX 75001"
46,248196.0,Lightning Charging Cable,1.0,14.949999809265137,2029-09-19 21:56:00.0000000,"608 Spruce St, Dallas, TX 75001"
47,248197.0,Apple Airpods Headphones,1.0,150.0,2002-09-19 19:39:00.0000000,"339 Highland St, Portland, OR 97035"
48,248198.0,AAA Batteries (4-pack),1.0,2.990000009536743,2010-09-19 00:06:00.0000000,"200 Wilson St, Portland, OR 97035"
49,248199.0,Google Phone,1.0,600.0,2011-09-19 12:47:00.0000000,"780 4th St, Boston, MA 02215"
50,248200.0,Lightning Charging Cable,1.0,14.949999809265137,2028-09-19 09:11:00.0000000,"208 Main St, Atlanta, GA 30301"
51,248201.0,Bose SoundSport Headphones,1.0,99.98999786376953,2026-09-19 07:40:00.0000000,"606 North St, New York City, NY 10001"
52,248202.0,27in FHD Monitor,1.0,149.99000549316406,2028-09-19 14:30:00.0000000,"392 10th St, Los Angeles, CA 90001"
53,248203.0,Apple Airpods Headphones,1.0,150.0,2021-09-19 08:58:00.0000000,"732 Park St, New York City, NY 10001"
54,248204.0,Macbook Pro Laptop,1.0,1700.0,2002-09-19 18:42:00.0000000,"940 Madison St, Seattle, WA 98101"
55,248205.0,AA Batteries (4-pack),3.0,3.8399999141693115,2006-09-19 14:09:00.0000000,"353 Lake St, Atlanta, GA 30301"
56,248206.0,AAA Batteries (4-pack),1.0,2.990000009536743,2030-09-19 21:51:00.0000000,"414 7th St, San Francisco, CA 94016"
57,248207.0,Flatscreen TV,1.0,300.0,2005-09-19 14:15:00.0000000,"636 13th St, Los Angeles, CA 90001"
58,248208.0,Macbook Pro Laptop,1.0,1700.0,2011-09-19 19:30:00.0000000,"22 7th St, Portland, ME 04101"
59,248209.0,Apple Airpods Headphones,1.0,150.0,2014-09-19 20:38:00.0000000,"477 Church St, San Francisco, CA 94016"
60,248210.0,iPhone,1.0,700.0,2027-09-19 10:33:00.0000000,"292 Washington St, San Francisco, CA 94016"
61,248210.0,Lightning Charging Cable,1.0,14.949999809265137,2027-09-19 10:33:00.0000000,"292 Washington St, San Francisco, CA 94016"
62,248211.0,AA Batteries (4-pack),1.0,3.8399999141693115,2026-09-19 09:09:00.0000000,"602 4th St, San Francisco, CA 94016"
63,248212.0,USB-C Charging Cable,3.0,11.949999809265137,2020-09-19 16:34:00.0000000,"244 Jefferson St, Boston, MA 02215"
64,248213.0,27in 4K Gaming Monitor,1.0,389.989990234375,2022-09-19 19:52:00.0000000,"852 Dogwood St, Los Angeles, CA 90001"
65,248214.0,Lightning Charging Cable,1.0,14.949999809265137,2016-09-19 17:51:00.0000000,"213 West St, San Francisco, CA 94016"
66,248215.0,34in Ultrawide Monitor,1.0,379.989990234375,2024-09-19 13:36:00.0000000,"876 Maple St, San Francisco, CA 94016"
67,248216.0,AAA Batteries (4-pack),1.0,2.990000009536743,2019-09-19 16:43:00.0000000,"394 Madison St, San Francisco, CA 94016"
68,248217.0,Apple Airpods Headphones,1.0,150.0,2029-09-19 11:54:00.0000000,"539 Forest St, Boston, MA 02215"
69,248218.0,AA Batteries (4-pack),1.0,3.8399999141693115,2016-09-19 20:56:00.0000000,"258 Forest St, New York City, NY 10001"
70,248219.0,Bose SoundSport Headphones,1.0,99.98999786376953,2024-09-19 12:48:00.0000000,"665 Maple St, Los Angeles, CA 90001"
71,248219.0,Google Phone,1.0,600.0,2024-09-19 12:48:00.0000000,"665 Maple St, Los Angeles, CA 90001"
72,248220.0,Lightning Charging Cable,2.0,14.949999809265137,2018-09-19 10:33:00.0000000,"751 Johnson St, San Francisco, CA 94016"
73,248221.0,AA Batteries (4-pack),1.0,3.8399999141693115,2008-09-19 07:13:00.0000000,"425 4th St, Los Angeles, CA 90001"
74,248222.0,Lightning Charging Cable,1.0,14.949999809265137,2022-09-19 22:10:00.0000000,"139 Ridge St, San Francisco, CA 94016"
75,248223.0,20in Monitor,1.0,109.98999786376953,2007-09-19 20:39:00.0000000,"350 11th St, Seattle, WA 98101"
76,248224.0,AAA Batteries (4-pack),2.0,2.990000009536743,2024-09-19 14:36:00.0000000,"523 Wilson St, New York City, NY 10001"
77,248225.0,Lightning Charging Cable,1.0,14.949999809265137,2030-09-19 13:11:00.0000000,"414 12th St, San Francisco, CA 94016"
78,248226.0,Wired Headphones,1.0,11.989999771118164,2023-09-19 17:50:00.0000000,"316 10th St, Boston, MA 02215"
79,248227.0,Lightning Charging Cable,1.0,14.949999809265137,2007-09-19 17:23:00.0000000,"182 Hickory St, Austin, TX 73301"
80,248228.0,Lightning Charging Cable,1.0,14.949999809265137,2026-09-19 19:18:00.0000000,"956 Sunset St, Boston, MA 02215"
81,248229.0,Wired Headphones,1.0,11.989999771118164,2008-09-19 22:29:00.0000000,"191 Spruce St, San Francisco, CA 94016"
82,248230.0,AA Batteries (4-pack),1.0,3.8399999141693115,2014-09-19 23:11:00.0000000,"939 1st St, San Francisco, CA 94016"
83,248231.0,Flatscreen TV,1.0,300.0,2020-09-19 11:14:00.0000000,"753 2nd St, Los Angeles, CA 90001"
84,248232.0,Lightning Charging Cable,1.0,14.949999809265137,2011-09-19 05:25:00.0000000,"339 Willow St, Los Angeles, CA 90001"
85,248233.0,AAA Batteries (4-pack),1.0,2.990000009536743,2028-09-19 12:24:00.0000000,"192 Jackson St, Dallas, TX 75001"
86,248234.0,34in Ultrawide Monitor,1.0,379.989990234375,2005-09-19 10:46:00.0000000,"855 Forest St, San Francisco, CA 94016"
87,248235.0,Lightning Charging Cable,1.0,14.949999809265137,2026-09-19 20:16:00.0000000,"374 Cherry St, San Francisco, CA 94016"
88,248236.0,Lightning Charging Cable,1.0,14.949999809265137,2013-09-19 15:34:00.0000000,"429 Wilson St, Boston, MA 02215"
89,248237.0,Wired Headphones,1.0,11.989999771118164,2023-09-19 22:15:00.0000000,"255 9th St, New York City, NY 10001"
90,248238.0,Wired Headphones,1.0,11.989999771118164,2004-09-19 12:59:00.0000000,"741 11th St, Los Angeles, CA 90001"
91,248239.0,Wired Headphones,1.0,11.989999771118164,2013-09-19 21:31:00.0000000,"276 11th St, Los Angeles, CA 90001"
92,248240.0,AAA Batteries (4-pack),1.0,2.990000009536743,2028-09-19 15:16:00.0000000,"823 Meadow St, San Francisco, CA 94016"
93,248241.0,AA Batteries (4-pack),2.0,3.8399999141693115,2022-09-19 16:12:00.0000000,"210 Maple St, Seattle, WA 98101"
94,248242.0,Lightning Charging Cable,2.0,14.949999809265137,2013-09-19 19:21:00.0000000,"832 Johnson St, San Francisco, CA 94016"
95,248243.0,USB-C Charging Cable,1.0,11.949999809265137,2004-09-19 10:49:00.0000000,"522 12th St, San Francisco, CA 94016"
96,248244.0,Lightning Charging Cable,1.0,14.949999809265137,2021-09-19 16:01:00.0000000,"57 Willow St, Dallas, TX 75001"
